ce_first20,ce_last20,plasticity,t
3.1269152998924254,3.556343877315521,-0.13733297390579663,300
3.1169397711753843,3.548501205444336,-0.1384567767787682,2500
3.1114341855049132,3.552461302280426,-0.14174399660721104,5000
3.109597074985504,3.5415704965591432,-0.13891620393833076,7500
3.1067341685295107,3.532122790813446,-0.1369246929641093,10000
