t,ce
1096,2.4969184398651123
1097,2.5725584030151367
1098,2.4268715381622314
1099,2.6466333866119385
1100,2.3794727325439453
1101,2.506397247314453
1102,2.4531311988830566
1103,2.5484507083892822
1104,2.6151230335235596
1105,2.465644359588623
1106,2.1301016807556152
1107,2.463186264038086
1108,2.1988110542297363
1109,2.2309954166412354
1110,2.345017433166504
1111,2.0683281421661377
1112,1.9017930030822754
1113,2.060805082321167
1114,2.315807342529297
1115,2.003127098083496
1116,2.5146241188049316
1117,2.3658175468444824
1118,2.3956570625305176
1119,2.349367380142212
1120,2.1679539680480957
1121,2.3349342346191406
1122,2.692502021789551
1123,2.8124709129333496
1124,2.7989866733551025
1125,3.0172548294067383
1126,2.774282455444336
1127,2.224440336227417
1128,2.1438870429992676
1129,2.3177101612091064
1130,2.1472489833831787
1131,2.0437309741973877
1132,2.210088014602661
1133,2.280801773071289
1134,2.1328346729278564
1135,1.9580886363983154
1136,2.190683603286743
1137,2.008213520050049
1138,2.2220706939697266
1139,2.1608264446258545
1140,0.6880702376365662
1141,0.9074037075042725
1142,2.6724376678466797
1143,2.5885837078094482
1144,2.839276075363159
1145,2.7068095207214355
1146,2.775773525238037
1147,2.88718318939209
1148,2.8217766284942627
1149,2.5685579776763916
1150,2.660660743713379
1151,2.825010299682617
1152,2.6496357917785645
1153,2.339087963104248
1154,2.458289623260498
1155,1.8639726638793945
1156,1.5284250974655151
1157,1.953491449356079
1158,1.9933398962020874
1159,2.196176528930664
1160,2.353602170944214
1161,2.324204444885254
1162,2.253052234649658
1163,2.2260096073150635
1164,2.5471088886260986
1165,2.267347812652588
1166,2.1806142330169678
1167,2.1585659980773926
1168,2.574873924255371
1169,2.6134297847747803
1170,2.5493078231811523
1171,2.5805373191833496
1172,2.2890725135803223
1173,1.7217985391616821
1174,2.1668906211853027
1175,2.1896655559539795
1176,2.293830633163452
1177,2.632277011871338
1178,2.8438656330108643
1179,2.4733426570892334
1180,1.9093526601791382
1181,2.0512759685516357
1182,2.3234643936157227
1183,1.8197784423828125
1184,2.5889689922332764
1185,2.514885425567627
1186,2.663853168487549
1187,2.532975673675537
1188,2.489290237426758
1189,2.6577863693237305
1190,2.174051284790039
1191,2.228377103805542
1192,2.2202703952789307
1193,2.0685410499572754
1194,2.5275702476501465
1195,2.5190935134887695
1196,2.381643056869507
1197,2.688809633255005
1198,2.3833017349243164
1199,2.4813826084136963
1200,1.872575283050537
1201,2.345745801925659
1202,2.2920782566070557
1203,2.1143734455108643
1204,2.2860894203186035
1205,2.3171114921569824
1206,2.4818108081817627
1207,2.5404582023620605
1208,2.3447396755218506
1209,2.3460333347320557
1210,1.4024739265441895
1211,0.8740509152412415
1212,1.3346753120422363
1213,0.8588793873786926
1214,1.1445178985595703
