ce_first20,ce_last20,plasticity,t
3.1738235473632814,4.079065895080566,-0.2852213848448228,300
3.1470224976539614,4.056702971458435,-0.2890606832946255,2500
3.144442689418793,4.05049809217453,-0.28814498846377906,5000
3.1434856176376345,4.049303472042084,-0.2881571491957468,7500
3.1385802745819094,4.03642168045044,-0.2860660958248283,10000
