ce_first20,ce_last20,plasticity,t
3.219218063354492,4.092192649841309,-0.27117597162895607,300
3.173171103000641,4.06829925775528,-0.2820926213610378,2500
3.1599207282066346,4.065873694419861,-0.28670116874757334,5000
3.155466854572296,4.064075589179993,-0.28794748168663786,7500
3.1548871755599976,4.057988822460175,-0.2862548155794573,10000
