loss_first20,loss_last20,plasticity,t
3.5984567046165465,3.406200957298279,0.05342727814904394,300
3.499476897716522,3.3206421017646788,0.05110329375725647,2500
3.4314746379852297,3.288442647457123,0.041682368537161854,5000
3.3675098776817323,3.276919186115265,0.026901388512609384,7500
3.3655916452407837,3.276927578449249,0.026344273492171406,10000
