t,cka,drift,heldout_loss
100,,,3.4474635124206543
200,,,3.4646738469600677
300,1.0,0.0,3.482150673866272
400,0.9948575724754931,0.005142427524506887,3.4589814841747284
500,0.9899966151942283,0.010003384805771676,3.4320469796657562
600,0.9900858392285168,0.009914160771483216,3.4473128616809845
700,0.9880331128992859,0.01196688710071414,3.420588344335556
800,0.9809095455332234,0.019090454466776596,3.4011367857456207
900,0.9847869428961751,0.015213057103824923,3.4042866826057434
1000,0.9865474348478268,0.01345256515217319,3.4118701219558716
1100,0.9856847942639236,0.014315205736076364,3.3925600349903107
1200,0.9845136858485289,0.015486314151471059,3.390598177909851
1300,0.9855272818634164,0.014472718136583573,3.38485124707222
1400,0.9839830029511469,0.016016997048853066,3.3939722776412964
1500,0.982448575384288,0.01755142461571202,3.379014551639557
1600,0.9827346263120628,0.017265373687937235,3.390794426202774
1700,0.9798263395748663,0.020173660425133688,3.354739159345627
1800,0.979304124643396,0.020695875356604,3.350190579891205
1900,0.9775316134747029,0.022468386525297146,3.363410532474518
2000,0.9783254522818156,0.021674547718184445,3.345904380083084
2100,0.9779144765182801,0.022085523481719882,3.3545786440372467
2200,0.9816986994248401,0.018301300575159885,3.3330196142196655
2300,0.9792163644442136,0.02078363555578644,3.3944837152957916
2400,0.9782788373213773,0.021721162678622674,3.3557507693767548
2500,0.9765707385061764,0.023429261493823628,3.364011228084564
2600,0.977069762958496,0.022930237041503987,3.3335538506507874
2700,0.9735599495388665,0.026440050461133513,3.32744637131691
2800,0.9780187122601021,0.021981287739897937,3.301945924758911
2900,0.9777893596247728,0.022210640375227242,3.309336245059967
3000,0.9794493878728352,0.020550612127164802,3.3136577010154724
3100,0.979680437321825,0.02031956267817503,3.3160752058029175
3200,0.9800612186374463,0.01993878136255367,3.3231716752052307
3300,0.9777951431736983,0.02220485682630169,3.333298534154892
3400,0.9754660497989227,0.024533950201077293,3.322311758995056
3500,0.9775322877556578,0.022467712244342186,3.3391053080558777
3600,0.978524809622817,0.02147519037718304,3.3111517131328583
3700,0.9775513603442053,0.02244863965579469,3.316544771194458
3800,0.9770106243399697,0.022989375660030342,3.3009280264377594
3900,0.9786552148954104,0.021344785104589592,3.3228878378868103
4000,0.9783839675827458,0.021616032417254183,3.319826066493988
4100,0.9794638568599445,0.020536143140055474,3.322586715221405
4200,0.9781545218800918,0.021845478119908224,3.3209363222122192
4300,0.9769809877279004,0.02301901227209957,3.3194409012794495
4400,0.9778281103095057,0.02217188969049433,3.3195385336875916
4500,0.9763636108154957,0.02363638918450428,3.3177764117717743
4600,0.9791477361814227,0.0208522638185773,3.290767580270767
4700,0.979579147147007,0.020420852852993,3.3034518659114838
4800,0.9792247467725015,0.020775253227498514,3.2879835069179535
4900,0.977247516329726,0.02275248367027405,3.3045742213726044
5000,0.9797336110936589,0.020266388906341137,3.306547999382019
5100,0.980494353308504,0.019505646691496015,3.2844567596912384
5200,0.9777727712169934,0.022227228783006647,3.2807060182094574
5300,0.9789624215100006,0.02103757848999943,3.2928182184696198
5400,0.9778746322586014,0.022125367741398616,3.2958124577999115
5500,0.9764447953027724,0.023555204697227605,3.278444916009903
5600,0.9737997445991771,0.026200255400822936,3.3009399473667145
5700,0.9739535441577357,0.026046455842264282,3.2805799543857574
5800,0.9649944282987529,0.035005571701247074,3.291141599416733
5900,0.9734911358946202,0.02650886410537978,3.2855698466300964
6000,0.9725603417559826,0.027439658244017395,3.2851698100566864
6100,0.9717326304575143,0.028267369542485654,3.3043670654296875
6200,0.973469568460154,0.026530431539846022,3.3001381754875183
6300,0.9719438381556393,0.02805616184436066,3.281963348388672
6400,0.9737995926089841,0.026200407391015923,3.2817528545856476
6500,0.9724207178141892,0.02757928218581085,3.270901322364807
6600,0.9759820498044913,0.024017950195508675,3.2874810695648193
6700,0.9753880567346294,0.02461194326537064,3.263938754796982
6800,0.9744130799258539,0.02558692007414609,3.2724542915821075
6900,0.9756389945934225,0.024361005406577485,3.2703578174114227
7000,0.9727849971336319,0.027215002866368132,3.262672632932663
7100,0.9699689574730948,0.03003104252690525,3.2933743000030518
7200,0.9697106173359269,0.030289382664073106,3.2731893360614777
7300,0.9671381915033351,0.03286180849666487,3.2868852615356445
7400,0.96776887996184,0.03223112003815998,3.275670886039734
7500,0.9756547356247107,0.024345264375289277,3.2785661816596985
7600,0.9775014538415262,0.022498546158473798,3.272063285112381
7700,0.9730527364580127,0.026947263541987287,3.2637909054756165
7800,0.9748425596874304,0.025157440312569612,3.2525204718112946
7900,0.9747257261198501,0.02527427388014991,3.2781148850917816
8000,0.9758075327549313,0.02419246724506874,3.2740338742733
8100,0.9750378349030518,0.024962165096948152,3.274801641702652
8200,0.9715648929511642,0.028435107048835784,3.2578237652778625
8300,0.9723765267078364,0.027623473292163636,3.2688583731651306
8400,0.9736217164178266,0.026378283582173423,3.255572110414505
8500,0.9732408939922133,0.026759106007786748,3.2553802728652954
8600,0.9753852789057973,0.024614721094202707,3.2687699794769287
8700,0.9738960732849343,0.026103926715065673,3.255570024251938
8800,0.9726125583117998,0.027387441688200176,3.256403833627701
8900,0.9705328016595699,0.0294671983404301,3.272920250892639
9000,0.9707319582531023,0.029268041746897677,3.2786833941936493
9100,0.9717478372749042,0.028252162725095786,3.2580516934394836
9200,0.9711793530696944,0.028820646930305616,3.2818095982074738
9300,0.9698350581947001,0.03016494180529994,3.2587881088256836
9400,0.973348601586515,0.02665139841348496,3.2703301310539246
9500,0.9689000150990051,0.03109998490099486,3.266594797372818
9600,0.969868552172919,0.030131447827080993,3.261859744787216
9700,0.9680336068610175,0.03196639313898253,3.2461146414279938
9800,0.9699154078745629,0.030084592125437126,3.2491007149219513
9900,0.9706927760025423,0.029307223997457665,3.2571689784526825
10000,0.9687678706006408,0.031232129399359154,3.2699160277843475
