t,cka,drift,heldout_loss
100,,,3.460137963294983
200,,,3.464632660150528
300,1.0,0.0,3.469184458255768
400,0.9866935131882882,0.01330648681171176,3.442099690437317
500,0.9838076738369572,0.01619232616304278,3.433855801820755
600,0.9854667491856167,0.01453325081438328,3.4251262843608856
700,0.9885623190120886,0.011437680987911425,3.445449024438858
800,0.9849995632576274,0.015000436742372614,3.415939897298813
900,0.9763031322951439,0.023696867704856128,3.4214468598365784
1000,0.9824593480169375,0.01754065198306254,3.43509778380394
1100,0.9871213646247141,0.012878635375285885,3.378546327352524
1200,0.9850130793492302,0.014986920650769786,3.3797052204608917
1300,0.9847523739264054,0.015247626073594645,3.380874663591385
1400,0.9856647941412471,0.01433520585875292,3.4022285640239716
1500,0.9856207125442392,0.01437928745576078,3.4031968116760254
1600,0.9838244307990432,0.016175569200956752,3.362061768770218
1700,0.9748458527117287,0.025154147288271256,3.3481333255767822
1800,0.979195834792955,0.020804165207044978,3.359050542116165
1900,0.9536937295412868,0.04630627045871316,3.3627222776412964
2000,0.9584484310233469,0.04155156897665313,3.356651484966278
2100,0.9567951064535133,0.04320489354648671,3.338579773902893
2200,0.964424507478583,0.03557549252141701,3.324869215488434
2300,0.974555163929097,0.025444836070902976,3.3893246948719025
2400,0.9794047973309994,0.020595202669000612,3.346938878297806
2500,0.9758547715787118,0.02414522842128819,3.3333130180835724
2600,0.9652883048271466,0.03471169517285344,3.353389322757721
2700,0.9720056362800009,0.027994363719999082,3.3187274038791656
2800,0.9617980903156815,0.03820190968431847,3.3056664168834686
2900,0.9552657977067076,0.04473420229329239,3.319467306137085
3000,0.9473044807134099,0.05269551928659011,3.3216664791107178
3100,0.9525380974746395,0.04746190252536053,3.3010350167751312
3200,0.9333068030973084,0.0666931969026916,3.3178453147411346
3300,0.9684743135160643,0.03152568648393572,3.3144091963768005
3400,0.9652052345243461,0.034794765475653855,3.3199370205402374
3500,0.9763025922159311,0.023697407784068925,3.318851560354233
3600,0.9733015792783893,0.02669842072161066,3.2997647523880005
3700,0.974196490368085,0.025803509631915023,3.3188862800598145
3800,0.9752273560164334,0.0247726439835666,3.305963158607483
3900,0.9759979163425918,0.02400208365740819,3.3181181848049164
4000,0.980827205259673,0.01917279474032696,3.317344844341278
4100,0.980250605665821,0.019749394334178993,3.3103301227092743
