t,cka,drift,heldout_loss
100,,,3.460525721311569
200,,,3.468682676553726
300,1.0,0.0,3.4598753452301025
400,0.9920955536115297,0.007904446388470321,3.4405103027820587
500,0.9922319740588336,0.007768025941166434,3.4384566843509674
600,0.9834732743696906,0.016526725630309436,3.4666688144207
700,0.9851609974421591,0.014839002557840875,3.4223763942718506
800,0.9865720609195977,0.013427939080402296,3.411296248435974
900,0.9859545434921151,0.014045456507884913,3.3963162004947662
1000,0.9864095308105808,0.013590469189419196,3.4217980206012726
1100,0.9850800026491207,0.014919997350879344,3.3730077743530273
1200,0.979650970750975,0.02034902924902504,3.3795895874500275
1300,0.9800224421202297,0.01997755787977029,3.37980055809021
1400,0.9766063040250383,0.02339369597496166,3.379892021417618
1500,0.9773590692186654,0.022640930781334556,3.3736473619937897
1600,0.959866732858012,0.04013326714198795,3.376600980758667
1700,0.9760210592171965,0.023978940782803493,3.355387955904007
1800,0.9728771382855437,0.027122861714456326,3.3538109362125397
1900,0.9699716866041089,0.03002831339589107,3.3591708838939667
2000,0.979887995873727,0.02011200412627301,3.34909451007843
2100,0.9801457892594697,0.019854210740530287,3.334299713373184
2200,0.9756976926348095,0.024302307365190456,3.3347347676754
2300,0.9801670984945153,0.019832901505484668,3.359848439693451
2400,0.9808116135446924,0.019188386455307627,3.328125685453415
2500,0.9852953610010934,0.014704638998906616,3.3344799280166626
2600,0.9867540768414641,0.0132459231585359,3.3245805203914642
2700,0.9864589381615829,0.013541061838417079,3.314452648162842
2800,0.9850353945456694,0.014964605454330648,3.3161168694496155
2900,0.9846945166333025,0.015305483366697459,3.31763157248497
3000,0.9870942827806641,0.012905717219335866,3.3061643540859222
3100,0.987810918181334,0.012189081818665959,3.304708421230316
3200,0.9854273058269362,0.014572694173063838,3.3045774102211
3300,0.9848504643437272,0.01514953565627275,3.3247462809085846
3400,0.9778813609106177,0.022118639089382275,3.32126384973526
3500,0.9814843655552193,0.01851563444478066,3.332898437976837
3600,0.9860730666661525,0.013926933333847535,3.3232944905757904
3700,0.9845692683318,0.01543073166819997,3.3071348071098328
3800,0.9839748120765992,0.016025187923400797,3.294154852628708
3900,0.9865817772914517,0.01341822270854831,3.318417102098465
4000,0.9846872396632658,0.015312760336734232,3.330359995365143
4100,0.9873293671474772,0.01267063285252279,3.3112220764160156
4200,0.9844415223503309,0.015558477649669111,3.3131187558174133
4300,0.9862010382637572,0.013798961736242843,3.3317947685718536
4400,0.9863739670337617,0.013626032966238322,3.3233328461647034
4500,0.9858326459363556,0.014167354063644444,3.3048539757728577
4600,0.9856152252726172,0.014384774727382754,3.3167288303375244
4700,0.9883802301363462,0.011619769863653762,3.304602950811386
4800,0.986262837735517,0.01373716226448296,3.2926143407821655
4900,0.9856340012349359,0.014365998765064059,3.3020451366901398
5000,0.9867086461649565,0.01329135383504354,3.30621138215065
5100,0.9851900828002311,0.014809917199768874,3.298417717218399
5200,0.983338218272459,0.01666178172754096,3.318258285522461
5300,0.9845085912179647,0.015491408782035254,3.300054967403412
5400,0.9846842124870802,0.015315787512919843,3.3370789289474487
5500,0.9842485480742846,0.015751451925715365,3.300816386938095
5600,0.9816278280764577,0.018372171923542346,3.291484445333481
5700,0.9799271153582847,0.020072884641715305,3.28626412153244
5800,0.9793706444289537,0.02062935557104628,3.2937605679035187
5900,0.9786041879524535,0.02139581204754648,3.2946250438690186
6000,0.9819465604101906,0.018053439589809428,3.28940886259079
6100,0.9817163196165238,0.018283680383476164,3.310653269290924
6200,0.9770594634715641,0.022940536528435862,3.2980474829673767
6300,0.9779709133427804,0.022029086657219588,3.298036515712738
6400,0.9808848471525614,0.019115152847438588,3.2974721789360046
6500,0.9802897867509794,0.01971021324902056,3.3075002431869507
6600,0.9827045982198975,0.01729540178010247,3.2866724729537964
6700,0.9835032047900478,0.016496795209952175,3.2788109481334686
6800,0.9821308349313658,0.01786916506863423,3.293486624956131
6900,0.9823217227516367,0.01767827724836335,3.2762061655521393
7000,0.98247899947049,0.01752100052951,3.2775324881076813
7100,0.9836037578572948,0.016396242142705186,3.300912529230118
7200,0.9825345820745329,0.017465417925467075,3.2912943065166473
7300,0.9820864364421732,0.017913563557826806,3.294946074485779
7400,0.9836702402052918,0.016329759794708187,3.288318157196045
7500,0.9870121669808298,0.01298783301917017,3.2851176857948303
7600,0.984777086536575,0.01522291346342497,3.2780544757843018
7700,0.9859488396847788,0.014051160315221245,3.27611643075943
7800,0.9848877710660543,0.015112228933945704,3.2684723138809204
7900,0.9854033605248373,0.014596639475162654,3.304046869277954
8000,0.9866283754495749,0.013371624550425065,3.2799025177955627
8100,0.9851896551733075,0.014810344826692523,3.2740188241004944
8200,0.9854992271140032,0.014500772885996827,3.265356034040451
8300,0.9841725223296311,0.01582747767036885,3.2839647829532623
8400,0.9851069289963924,0.014893071003607594,3.276278078556061
8500,0.9862925350476341,0.013707464952365855,3.2584824562072754
8600,0.987294595417021,0.012705404582978974,3.2692965269088745
8700,0.9844933679960295,0.01550663200397051,3.2712436616420746
8800,0.9834406268397625,0.01655937316023748,3.295765995979309
8900,0.9849448258113295,0.015055174188670528,3.2711139023303986
9000,0.9841963278274976,0.015803672172502448,3.2758742570877075
9100,0.9840985673548985,0.015901432645101465,3.269537627696991
9200,0.9805342455359941,0.01946575446400589,3.291660785675049
9300,0.982583370273573,0.01741662972642699,3.2635490596294403
9400,0.9816555933023232,0.018344406697676785,3.2751220166683197
9500,0.97966212530655,0.020337874693450053,3.270630806684494
9600,0.9796530576489109,0.020346942351089137,3.2600238025188446
9700,0.9801941461229885,0.019805853877011503,3.257878601551056
9800,0.9820064200114139,0.017993579988586084,3.2591572701931
9900,0.9844918352444482,0.015508164755551834,3.2766051292419434
10000,0.9780140245278636,0.021985975472136432,3.28255558013916
