loss_first20,loss_last20,plasticity,t
3.5778050899505613,3.394120466709137,0.051340030709337035,300
3.480479288101196,3.318604218959808,0.046509418874660445,2500
3.3998256087303163,3.2901092529296876,0.03227117164086886,5000
3.3636463284492493,3.271049463748932,0.027528716051273716,7500
3.3603965878486632,3.269457423686981,0.02706203323246428,10000
