step,loss
0,0.5527285933494568
1,0.5310165286064148
2,0.5135523080825806
3,0.4995512068271637
4,0.4882936179637909
5,0.4790399968624115
6,0.4710603356361389
7,0.4638550877571106
8,0.45702821016311646
9,0.4503629803657532
10,0.4436981678009033
11,0.436937153339386
12,0.4300294816493988
13,0.42291831970214844
14,0.41558659076690674
15,0.4080295264720917
16,0.4002811312675476
17,0.39240020513534546
18,0.3844369053840637
19,0.37641745805740356
20,0.36836493015289307
21,0.36028021574020386
22,0.3521665930747986
23,0.34400880336761475
24,0.3357448875904083
25,0.3273668587207794
26,0.3188474774360657
27,0.3102283179759979
28,0.30155715346336365
29,0.29286810755729675
30,0.2842012345790863
31,0.2755637466907501
32,0.2669260799884796
33,0.2583036422729492
34,0.24969759583473206
35,0.24112564325332642
36,0.23261825740337372
37,0.22419969737529755
38,0.21588782966136932
39,0.20772266387939453
40,0.1997356414794922
41,0.19193242490291595
42,0.1843274086713791
43,0.17692969739437103
44,0.16975408792495728
45,0.16283081471920013
46,0.15618880093097687
47,0.14984391629695892
48,0.14381296932697296
49,0.1380963921546936
50,0.13270021975040436
51,0.1276378631591797
52,0.12291745096445084
53,0.11856069415807724
54,0.11456247419118881
55,0.1109095886349678
56,0.10758263617753983
57,0.10458561778068542
58,0.10191716253757477
59,0.09956121444702148
60,0.09749560058116913
61,0.0956965759396553
62,0.09414825588464737
63,0.09282976388931274
64,0.09171514213085175
65,0.09077699482440948
66,0.08996634185314178
67,0.08927952498197556
68,0.08869706839323044
69,0.08820129185914993
70,0.08777901530265808
71,0.08741174638271332
72,0.08708319067955017
73,0.08677149564027786
74,0.08645365387201309
75,0.08611943572759628
76,0.0857703685760498
77,0.08542255312204361
78,0.08508270233869553
79,0.08471840620040894
80,0.08435552567243576
81,0.08401945978403091
82,0.08367601037025452
83,0.08333683013916016
84,0.08304009586572647
85,0.08277398347854614
86,0.08253168314695358
87,0.08234985172748566
88,0.08219605684280396
89,0.08207651227712631
90,0.08198772370815277
91,0.08191172778606415
92,0.08184871822595596
93,0.08180467784404755
94,0.08178162574768066
95,0.08176812529563904
96,0.08176080882549286
97,0.08175820112228394
98,0.08175492286682129
99,0.0817483589053154
100,0.08173772692680359
101,0.0817197859287262
102,0.08169790357351303
103,0.08167611062526703
104,0.08165382593870163
105,0.08163121342658997
106,0.08160992711782455
107,0.08158967643976212
108,0.08157338201999664
109,0.08156003803014755
110,0.08154955506324768
111,0.08154062181711197
112,0.08153190463781357
113,0.08152355253696442
114,0.08151838928461075
115,0.08151394128799438
116,0.08150939643383026
117,0.08150576800107956
118,0.08150122314691544
119,0.08149637281894684
120,0.08149242401123047
121,0.08148789405822754
122,0.08148261159658432
123,0.08147872239351273
124,0.08147499710321426
125,0.08147042244672775
126,0.08146524429321289
127,0.08145956695079803
128,0.08145365864038467
129,0.08144824951887131
130,0.08144278824329376
131,0.08143755048513412
132,0.08143257349729538
133,0.08142754435539246
134,0.08142255991697311
135,0.08141884952783585
136,0.08141571283340454
137,0.08141268044710159
138,0.08140955865383148
139,0.08140602707862854
140,0.08140325546264648
141,0.081400565803051
142,0.08139725029468536
143,0.08139347285032272
144,0.08138969540596008
145,0.08138646185398102
146,0.08138278126716614
147,0.08137914538383484
148,0.08137587457895279
149,0.08137208968400955
150,0.08136875182390213
151,0.08136551827192307
152,0.08136191964149475
153,0.08135849982500076
154,0.08135577291250229
155,0.08135318756103516
156,0.08135056495666504
157,0.08134736865758896
158,0.0813441276550293
159,0.08134128898382187
160,0.08133839815855026
161,0.08133554458618164
162,0.08133288472890854
163,0.08133026212453842
164,0.08132748305797577
165,0.08132509887218475
166,0.08132269233465195
167,0.0813201516866684
168,0.0813184529542923
169,0.08131513744592667
170,0.08131268620491028
171,0.08131017535924911
172,0.0813077986240387
173,0.08130539953708649
174,0.08130349963903427
175,0.08130130916833878
176,0.08129870146512985
177,0.08129651844501495
178,0.08129429072141647
179,0.08129214495420456
180,0.0812905952334404
181,0.08128797262907028
182,0.08128584176301956
183,0.0812838152050972
184,0.08128181099891663
185,0.08127949386835098
186,0.08127745985984802
187,0.08127531409263611
188,0.08127321302890778
189,0.08127187937498093
190,0.08126933127641678
191,0.08126749098300934
192,0.08126555383205414
193,0.08126373589038849
194,0.08126183599233627
195,0.08125989884138107
196,0.08125795423984528
197,0.08125626295804977
198,0.08125479519367218
199,0.08125337958335876
