step,loss
0,0.7269603610038757
1,0.6665990948677063
2,0.6169353723526001
3,0.5770701766014099
4,0.5452237129211426
5,0.519220232963562
6,0.49724432826042175
7,0.4782295525074005
8,0.4616074860095978
9,0.4470553994178772
10,0.43438929319381714
11,0.4234796166419983
12,0.41418471932411194
13,0.4062355160713196
14,0.3993907868862152
15,0.3934485614299774
16,0.38821038603782654
17,0.38345953822135925
18,0.37899795174598694
19,0.3746103048324585
20,0.370128333568573
21,0.3653947412967682
22,0.36030688881874084
23,0.354801744222641
24,0.3488915264606476
25,0.3426174521446228
26,0.3360763192176819
27,0.32939720153808594
28,0.3226991593837738
29,0.3161320388317108
30,0.30979079008102417
31,0.3037668466567993
32,0.2980862855911255
33,0.29274195432662964
34,0.28769007325172424
35,0.2828412652015686
36,0.2780973017215729
37,0.2733473479747772
38,0.2685064971446991
39,0.26352396607398987
40,0.2583670914173126
41,0.2530437707901001
42,0.24757051467895508
43,0.24197959899902344
44,0.23629851639270782
45,0.2305579036474228
46,0.22477304935455322
47,0.21896302700042725
48,0.21316349506378174
49,0.20739084482192993
50,0.2016696184873581
51,0.1960100382566452
52,0.1904110312461853
53,0.18485510349273682
54,0.1793202906847
55,0.17377449572086334
56,0.16819851100444794
57,0.16258500516414642
58,0.15695327520370483
59,0.15133865177631378
60,0.1457742303609848
61,0.14028531312942505
62,0.1348871886730194
63,0.12958644330501556
64,0.12437593191862106
65,0.11924061924219131
66,0.11417169868946075
67,0.10917332023382187
68,0.10425340384244919
69,0.09941715002059937
70,0.09467500448226929
71,0.0900343507528305
72,0.08550518751144409
73,0.0811113566160202
74,0.07685883343219757
75,0.07274553924798965
76,0.06877361238002777
77,0.06493569165468216
78,0.0612277016043663
79,0.05765407159924507
80,0.05422027409076691
81,0.05093296989798546
82,0.04779723286628723
83,0.044812556356191635
84,0.0419762097299099
85,0.039286330342292786
86,0.03673708811402321
87,0.034330252557992935
88,0.032061148434877396
89,0.029923029243946075
90,0.02791466936469078
91,0.026034412905573845
92,0.024278519675135612
93,0.02264290489256382
94,0.021122600883245468
95,0.019712036475539207
96,0.018401410430669785
97,0.0171863604336977
98,0.01606401614844799
99,0.015028360299766064
100,0.014073227532207966
101,0.013193786144256592
102,0.012385857291519642
103,0.011643476784229279
104,0.01095994096249342
105,0.010329756885766983
106,0.009748836979269981
107,0.00921444408595562
108,0.00871972180902958
109,0.008262503892183304
110,0.007838508114218712
111,0.007444166112691164
112,0.007077985908836126
113,0.006737110670655966
114,0.0064170463010668755
115,0.006117058452218771
116,0.005837245378643274
117,0.005575977731496096
118,0.005328094586730003
119,0.0050902520306408405
120,0.004866768606007099
121,0.004656962119042873
122,0.004459886346012354
123,0.004275333136320114
124,0.0040972474962472916
125,0.003927098587155342
126,0.003767861519008875
127,0.003618002636358142
128,0.0034746997989714146
129,0.003337124828249216
130,0.0032081580720841885
131,0.00308777391910553
132,0.0029723835177719593
133,0.0028648055158555508
134,0.0027642976492643356
135,0.0026666568592190742
136,0.0025753367226570845
137,0.0024902105797082186
138,0.002408623928204179
139,0.0023313816636800766
140,0.002259268658235669
141,0.0021882106084376574
142,0.002120743039995432
143,0.002056601457297802
144,0.0019948601257056
145,0.001936544431373477
146,0.001881471136584878
147,0.0018297105561941862
148,0.0017807234544306993
149,0.0017298267921432853
150,0.0016806786879897118
151,0.001633788226172328
152,0.0015890062786638737
153,0.001546176034025848
154,0.0015052746748551726
155,0.0014660758897662163
156,0.0014274492859840393
157,0.0013905098894611
158,0.0013553384924307466
159,0.0013209856115281582
160,0.0012866242323070765
161,0.0012534696143120527
162,0.0012217757757753134
163,0.001191429328173399
164,0.0011618074495345354
165,0.0011335479794070125
166,0.0011066157603636384
167,0.0010810050880536437
168,0.0010567287681624293
169,0.0010338120628148317
170,0.00101214658934623
171,0.0009916801936924458
172,0.0009723409893922508
173,0.0009540690225549042
174,0.0009358804672956467
175,0.0009173002908937633
176,0.0008993109804578125
177,0.0008820410585030913
178,0.0008654200937598944
179,0.0008495423244312406
180,0.0008344224188476801
181,0.0008200247539207339
182,0.0008063640561886132
183,0.0007934427121654153
184,0.0007812207913957536
185,0.0007696468383073807
186,0.0007587054278701544
187,0.0007483471999876201
188,0.0007385645294561982
189,0.0007293361704796553
190,0.0007206228328868747
191,0.0007123805116862059
192,0.000704570091329515
193,0.0006966242799535394
194,0.0006879916763864458
195,0.000679634977132082
196,0.0006715785712003708
197,0.0006638421909883618
198,0.0006564410286955535
199,0.0006493436521850526
