step,loss,entropy,neurons,activation_ancestry,entropy_alignment,phase_alignment,bifractal_consistency,attractor_density
104,0.08111081272363663,0.9780741333961487,8,,,,,
105,0.08113616704940796,0.9782367944717407,8,,,,,
106,0.08117129653692245,0.9776864647865295,8,,,,,
107,0.08121877908706665,0.9779423475265503,8,,,,,
108,0.08128655701875687,0.9771061539649963,8,,,,,
109,0.08136159926652908,0.977599024772644,8,,,,,
110,0.08139156550168991,0.976795494556427,8,0.9999926090240479,0.0,1.1842049360275269,611.9892578125,30.160572052001953
111,0.08132405579090118,0.9775440096855164,8,,,,,
112,0.08118557929992676,0.9771033525466919,8,,,,,
113,0.08106491714715958,0.9775802493095398,8,,,,,
114,0.08103349059820175,0.9776661396026611,8,,,,,
115,0.08109255880117416,0.977660596370697,8,,,,,
116,0.0811808779835701,0.9783318042755127,8,,,,,
117,0.08121202141046524,0.9780520796775818,8,,,,,
118,0.08115749061107635,0.9786692261695862,8,,,,,
119,0.08106622099876404,0.978249728679657,8,,,,,
120,0.08101511746644974,0.9783123135566711,8,0.9999971985816956,0.0,1.1834057569503784,610.24951171875,30.07847023010254
121,0.08103660494089127,0.9783454537391663,8,,,,,
122,0.08112253993749619,0.9780247807502747,8,,,,,
123,0.08118042349815369,0.9782143235206604,8,,,,,
124,0.08116195350885391,0.9774698615074158,8,,,,,
125,0.08107511699199677,0.9777023792266846,8,,,,,
126,0.08100657165050507,0.9773736000061035,8,,,,,
127,0.08101405948400497,0.9772206544876099,8,,,,,
128,0.0810779258608818,0.9773468971252441,8,,,,,
129,0.08112680166959763,0.9770296216011047,8,,,,,
130,0.08111289143562317,0.9775184988975525,8,0.9999986290931702,0.0,1.1828612089157104,608.1344604492188,30.0343017578125
131,0.0810508131980896,0.9771801829338074,8,,,,,
132,0.08100251108407974,0.9773851633071899,8,,,,,
133,0.08099229633808136,0.9776148796081543,8,,,,,
134,0.08101609349250793,0.977715015411377,8,,,,,
135,0.08103713393211365,0.9779881238937378,8,,,,,
136,0.08104396611452103,0.9777556657791138,8,,,,,
137,0.08102894574403763,0.9782360196113586,8,,,,,
138,0.08102579414844513,0.9782427549362183,8,,,,,
139,0.0810074433684349,0.9784509539604187,8,,,,,
140,0.08099361509084702,0.9782448410987854,8,0.9999992847442627,0.0,1.1818300485610962,607.4242553710938,30.018274307250977
141,0.08097834885120392,0.9784736037254333,8,,,,,
142,0.08098249137401581,0.9786571264266968,8,,,,,
143,0.08099838346242905,0.9785427451133728,8,,,,,
144,0.08101943135261536,0.9787761569023132,8,,,,,
145,0.08103292435407639,0.9786500334739685,8,,,,,
146,0.08104003220796585,0.9790651798248291,8,,,,,
147,0.08103669434785843,0.9787935614585876,8,,,,,
148,0.08102147281169891,0.9790235757827759,8,,,,,
149,0.08099694550037384,0.9789130687713623,8,,,,,
150,0.08098025619983673,0.9791160821914673,8,0.9999992251396179,0.0,1.1816658973693848,607.2528076171875,30.02910804748535
151,0.08097584545612335,0.9790096282958984,8,,,,,
152,0.08097317814826965,0.9790443181991577,8,,,,,
153,0.08097232133150101,0.9791498184204102,8,,,,,
154,0.0809781551361084,0.9791600704193115,8,,,,,
155,0.08098244667053223,0.9792003631591797,8,,,,,
156,0.08098779618740082,0.9790307879447937,8,,,,,
157,0.08099113404750824,0.9792318344116211,8,,,,,
158,0.08100315928459167,0.9791842699050903,8,,,,,
159,0.08100821822881699,0.9792870283126831,8,,,,,
160,0.0810147076845169,0.9790003895759583,8,0.9999988079071045,0.0,1.1805974245071411,606.2169189453125,30.00215721130371
161,0.08103160560131073,0.9793791174888611,8,,,,,
162,0.08104699850082397,0.9791532158851624,8,,,,,
163,0.08105704188346863,0.9794307351112366,8,,,,,
164,0.08106383681297302,0.979079008102417,8,,,,,
165,0.08107051998376846,0.9794294834136963,8,,,,,
166,0.081110380589962,0.9790208339691162,8,,,,,
167,0.08114423602819443,0.9794935584068298,8,,,,,
168,0.08117379993200302,0.979049026966095,8,,,,,
169,0.08117736876010895,0.9793586730957031,8,,,,,
170,0.08113794028759003,0.9790064096450806,8,0.9999969601631165,0.0,1.1797388792037964,605.384765625,29.978540420532227
171,0.08106920123100281,0.979445219039917,8,,,,,
172,0.0809997022151947,0.9791650772094727,8,,,,,
173,0.08096269518136978,0.9792383313179016,8,,,,,
174,0.08095818758010864,0.9793583750724792,8,,,,,
175,0.08098860830068588,0.9792608022689819,8,,,,,
176,0.08104879409074783,0.9794345498085022,8,,,,,
177,0.08111684024333954,0.9791653156280518,8,,,,,
178,0.08117468655109406,0.9795868992805481,8,,,,,
179,0.08119480311870575,0.9790383577346802,8,,,,,
180,0.08117257058620453,0.9794100522994995,8,0.9999967217445374,0.0,1.1804214715957642,604.7843017578125,29.954187393188477
181,0.08110686391592026,0.979124903678894,8,,,,,
182,0.08102543652057648,0.97952800989151,8,,,,,
183,0.08095907419919968,0.9792435169219971,8,,,,,
184,0.0809590145945549,0.979215145111084,8,,,,,
185,0.08099035173654556,0.9796591401100159,8,,,,,
186,0.0810384750366211,0.9796109795570374,8,,,,,
187,0.08105583488941193,0.9797908663749695,8,,,,,
188,0.08105494827032089,0.9794383645057678,8,,,,,
189,0.08101972937583923,0.9798665642738342,8,,,,,
190,0.08098217844963074,0.9797725677490234,8,0.9999980330467224,0.0,1.179246187210083,604.1610107421875,29.94704246520996
191,0.08095837384462357,0.9797843098640442,8,,,,,
192,0.08094654977321625,0.9796501994132996,8,,,,,
193,0.08094432950019836,0.9797084927558899,8,,,,,
194,0.08096364885568619,0.9798665642738342,8,,,,,
195,0.0809822753071785,0.979512631893158,8,,,,,
196,0.08101961016654968,0.9795594215393066,8,,,,,
197,0.08106964081525803,0.9792522192001343,8,,,,,
198,0.08111000061035156,0.979586124420166,8,,,,,
199,0.08110909163951874,0.979065477848053,8,,,,,
