step,loss
0,0.9997735619544983
1,0.9121679067611694
2,0.8358688354492188
3,0.7707135677337646
4,0.7162739634513855
5,0.6717763543128967
6,0.6360148787498474
7,0.6074576377868652
8,0.5844854116439819
9,0.5655206441879272
10,0.5492490530014038
11,0.5347552299499512
12,0.5214532613754272
13,0.5090369582176208
14,0.4973771572113037
15,0.48644959926605225
16,0.47630611062049866
17,0.4670073986053467
18,0.4585888385772705
19,0.4510868489742279
20,0.4444667100906372
21,0.4386500418186188
22,0.4334002435207367
23,0.4284955561161041
24,0.4238051474094391
25,0.41918808221817017
26,0.41452881693840027
27,0.4097158908843994
28,0.40467727184295654
29,0.39936989545822144
30,0.3937883675098419
31,0.3879697322845459
32,0.38196057081222534
33,0.37583982944488525
34,0.369701087474823
35,0.3636362552642822
36,0.3577421307563782
37,0.35208839178085327
38,0.3467320501804352
39,0.3416872024536133
40,0.3369380235671997
41,0.33241844177246094
42,0.3280312716960907
43,0.3236936628818512
44,0.31928157806396484
45,0.31472155451774597
46,0.3099731206893921
47,0.3050271272659302
48,0.29990920424461365
49,0.29466569423675537
50,0.2893606126308441
51,0.28405672311782837
52,0.2788180410861969
53,0.27367615699768066
54,0.26863187551498413
55,0.26367446780204773
56,0.2587645947933197
57,0.253856360912323
58,0.24891717731952667
59,0.2439223825931549
60,0.23886637389659882
61,0.2337566763162613
62,0.22860679030418396
63,0.2234410047531128
64,0.2182757705450058
65,0.213125079870224
66,0.20799373090267181
67,0.2028917670249939
68,0.19780774414539337
69,0.19274066388607025
70,0.18769432604312897
71,0.18267326056957245
72,0.1776864379644394
73,0.17273551225662231
74,0.1678187996149063
75,0.16294115781784058
76,0.1581120789051056
77,0.1533277928829193
78,0.1485963761806488
79,0.1439320296049118
80,0.13934285938739777
81,0.13483603298664093
82,0.13041672110557556
83,0.1260802298784256
84,0.12182515859603882
85,0.11765865236520767
86,0.11358516663312912
87,0.1096046045422554
88,0.10572746396064758
89,0.10195697844028473
90,0.09829406440258026
91,0.09473849087953568
92,0.09129006415605545
93,0.08794734627008438
94,0.0847109854221344
95,0.08158247917890549
96,0.0785604938864708
97,0.07564220577478409
98,0.07282822579145432
99,0.07011902332305908
100,0.06751641631126404
101,0.06501571089029312
102,0.06261696666479111
103,0.060325078666210175
104,0.05812661349773407
105,0.05601954460144043
106,0.054000124335289
107,0.05206920951604843
108,0.05022374168038368
109,0.048457175493240356
110,0.046765945851802826
111,0.045148011296987534
112,0.043597783893346786
113,0.04211266338825226
114,0.04069845750927925
115,0.039346564561128616
116,0.038050539791584015
117,0.03680739551782608
118,0.035614315420389175
119,0.03447090461850166
120,0.03337056562304497
121,0.032314252108335495
122,0.031300999224185944
123,0.030330045148730278
124,0.029408048838377
125,0.028522031381726265
126,0.027672773227095604
127,0.026858098804950714
128,0.02607477828860283
129,0.025321977213025093
130,0.024600690230727196
131,0.02391062304377556
132,0.023252587765455246
133,0.02262551710009575
134,0.0220304224640131
135,0.021464353427290916
136,0.020926527678966522
137,0.02041405253112316
138,0.019928131252527237
139,0.01946815475821495
140,0.01902981661260128
141,0.018617017194628716
142,0.018226362764835358
143,0.01785442978143692
144,0.017506200820207596
145,0.01717454381287098
146,0.016858750954270363
147,0.016562698408961296
148,0.01628139242529869
149,0.016012579202651978
150,0.01575903594493866
151,0.015517865307629108
152,0.015288413502275944
153,0.015070301480591297
154,0.014863362535834312
155,0.014665210619568825
156,0.014474992640316486
157,0.014294501394033432
158,0.014124146662652493
159,0.013960737735033035
160,0.01380372978746891
161,0.013652808964252472
162,0.0135109331458807
163,0.013375204056501389
164,0.013244700618088245
165,0.013119284063577652
166,0.012999036349356174
167,0.01288316398859024
168,0.012773428112268448
169,0.012667682021856308
170,0.012566146440804005
171,0.012468037195503712
172,0.012373695150017738
173,0.01228287909179926
174,0.012194802984595299
175,0.012109114788472652
176,0.012025521136820316
177,0.011943178251385689
178,0.011863159947097301
179,0.011784827336668968
180,0.01170854177325964
181,0.01163453795015812
182,0.011562986299395561
183,0.01149150263518095
184,0.011422201059758663
185,0.011354438029229641
186,0.011288471519947052
187,0.011223823763430119
188,0.011156955733895302
189,0.011090762913227081
190,0.011025101877748966
191,0.010959038510918617
192,0.010889196768403053
193,0.010818863287568092
194,0.010746452026069164
195,0.010672108270227909
196,0.010597754269838333
197,0.010520374402403831
198,0.010442660190165043
199,0.01036024373024702
