step,loss,entropy,neurons,activation_ancestry,entropy_alignment,phase_alignment,bifractal_consistency,attractor_density
104,0.3168013095855713,0.48539358377456665,24,,,,,
105,0.3166433572769165,0.48706069588661194,24,,,,,
106,0.3163922131061554,0.48824986815452576,24,,,,,
107,0.3161572217941284,0.4897681176662445,24,,,,,
108,0.3159993886947632,0.4909861087799072,24,,,,,
109,0.3159690797328949,0.49221041798591614,24,,,,,
110,0.3160163462162018,0.4936084449291229,24,0.9999945163726807,0.0,0.9051806926727295,1049.922119140625,31.51078224182129
111,0.3161347210407257,0.494753897190094,24,,,,,
112,0.3163143992424011,0.4964430034160614,24,,,,,
113,0.3163383901119232,0.4974718391895294,24,,,,,
114,0.3161115348339081,0.4990346431732178,24,,,,,
115,0.3157849907875061,0.4999682307243347,24,,,,,
116,0.31550949811935425,0.5013055205345154,24,,,,,
117,0.3153625428676605,0.5023158192634583,24,,,,,
118,0.3153076469898224,0.5033934116363525,24,,,,,
119,0.31530213356018066,0.5045127272605896,24,,,,,
120,0.31532609462738037,0.5054595470428467,24,0.9999921321868896,0.0,0.9022830128669739,1071.1885986328125,32.26808547973633
121,0.3153683841228485,0.5067489147186279,24,,,,,
122,0.31541797518730164,0.5075957179069519,24,,,,,
123,0.3154735863208771,0.5089378952980042,24,,,,,
124,0.31551769375801086,0.5096869468688965,24,,,,,
125,0.31550759077072144,0.5110193490982056,24,,,,,
126,0.31546998023986816,0.5116404294967651,24,,,,,
127,0.3153515160083771,0.5129273533821106,24,,,,,
128,0.31513169407844543,0.5135794281959534,24,,,,,
129,0.31488093733787537,0.514712929725647,24,,,,,
130,0.31465810537338257,0.5154087543487549,24,0.9999921917915344,0.0,0.9008923172950745,1088.9029541015625,32.91202163696289
131,0.31453603506088257,0.5161929130554199,24,,,,,
132,0.3145160973072052,0.5170682668685913,24,,,,,
133,0.3145661950111389,0.5177767276763916,24,,,,,
134,0.3147604167461395,0.5188915729522705,24,,,,,
135,0.3149944841861725,0.5195309519767761,24,,,,,
136,0.3151646554470062,0.5208523273468018,24,,,,,
137,0.31514015793800354,0.5213009715080261,24,,,,,
138,0.3149500787258148,0.5225642919540405,24,,,,,
139,0.3146347999572754,0.5230715274810791,24,,,,,
140,0.31435489654541016,0.5242085456848145,24,0.9999902248382568,0.0,0.9002768993377686,1105.4439697265625,33.526817321777344
141,0.31415030360221863,0.5249527096748352,24,,,,,
142,0.314085990190506,0.5257596373558044,24,,,,,
143,0.3141958713531494,0.5266076922416687,24,,,,,
144,0.31437522172927856,0.527127742767334,24,,,,,
145,0.3144839107990265,0.5283675193786621,24,,,,,
146,0.314477801322937,0.5288617610931396,24,,,,,
147,0.314373254776001,0.5299537181854248,24,,,,,
148,0.31425079703330994,0.5303441286087036,24,,,,,
149,0.314113050699234,0.531262993812561,24,,,,,
150,0.31393206119537354,0.5318293571472168,24,0.9999918937683105,0.0,0.9000442624092102,1122.864013671875,34.08696746826172
151,0.3138327896595001,0.5326939225196838,24,,,,,
152,0.31378647685050964,0.5332503318786621,24,,,,,
153,0.3137509822845459,0.5339255928993225,24,,,,,
154,0.31376078724861145,0.5346358418464661,24,,,,,
155,0.3137679994106293,0.5352793335914612,24,,,,,
156,0.3138575255870819,0.5362085103988647,24,,,,,
157,0.31401482224464417,0.5366448760032654,24,,,,,
158,0.31425607204437256,0.5376300811767578,24,,,,,
159,0.31467121839523315,0.5379157662391663,24,,,,,
160,0.3151230812072754,0.5390785336494446,24,0.9999898672103882,0.0,0.898908793926239,1138.9622802734375,34.6226921081543
161,0.31541746854782104,0.5390595197677612,24,,,,,
162,0.315230131149292,0.5403198003768921,24,,,,,
163,0.3143649399280548,0.5402962565422058,24,,,,,
164,0.31359559297561646,0.541198194026947,24,,,,,
165,0.31353142857551575,0.5416867136955261,24,,,,,
166,0.3140629827976227,0.5419027805328369,24,,,,,
167,0.314548134803772,0.5428760051727295,24,,,,,
168,0.3143826425075531,0.5429632663726807,24,,,,,
169,0.3137749135494232,0.5438026785850525,24,,,,,
170,0.3133825957775116,0.5440030097961426,24,0.9999932646751404,0.0,0.8989496827125549,1146.7060546875,34.925621032714844
171,0.3135957419872284,0.5443282127380371,24,,,,,
172,0.3139934837818146,0.545220673084259,24,,,,,
173,0.3140183091163635,0.5453022122383118,24,,,,,
174,0.31371375918388367,0.5459921956062317,24,,,,,
175,0.3133169114589691,0.5461857914924622,24,,,,,
176,0.3133169412612915,0.5468113422393799,24,,,,,
177,0.31356656551361084,0.5476624965667725,24,,,,,
178,0.3137584626674652,0.5478103756904602,24,,,,,
179,0.31362563371658325,0.5483939051628113,24,,,,,
180,0.3134291470050812,0.5482086539268494,24,0.999992311000824,0.0,0.8986737132072449,1157.3734130859375,35.271121978759766
181,0.31324467062950134,0.5489388704299927,24,,,,,
182,0.31320035457611084,0.5495917201042175,24,,,,,
183,0.3132437765598297,0.5502338409423828,24,,,,,
184,0.31339824199676514,0.5510069727897644,24,,,,,
185,0.31341567635536194,0.5513288378715515,24,,,,,
186,0.3132713735103607,0.5522066950798035,24,,,,,
187,0.31314003467559814,0.5523772239685059,24,,,,,
188,0.3131083548069,0.5527088642120361,24,,,,,
189,0.31306788325309753,0.5531743168830872,24,,,,,
190,0.3131121098995209,0.5539688467979431,24,0.9999947547912598,0.0,0.8986048102378845,1165.388427734375,35.56171417236328
191,0.31318235397338867,0.5547371506690979,24,,,,,
192,0.3131891191005707,0.5548856258392334,24,,,,,
193,0.31317105889320374,0.5552331805229187,24,,,,,
194,0.31308475136756897,0.5552763342857361,24,,,,,
195,0.3131050765514374,0.5558269619941711,24,,,,,
196,0.3130635619163513,0.5562338829040527,24,,,,,
197,0.3129841089248657,0.55698162317276,24,,,,,
198,0.3129757046699524,0.5574458241462708,24,,,,,
199,0.31294769048690796,0.558051586151123,24,,,,,
