ce_first20,ce_last20,plasticity,t
3.1336671829223635,3.5436895370483397,-0.1308442569235312,300
3.1210933446884157,3.5424548864364622,-0.13500446640922473,2500
3.1202926635742188,3.551935052871704,-0.13833394354256365,5000
3.125123655796051,3.5416964530944823,-0.1332980205095344,7500
3.118799066543579,3.529895317554474,-0.13181235536750416,10000
