loss_first20,loss_last20,plasticity,t
3.6187792658805846,3.4216310739517213,0.05447919792543926,300
3.444191575050354,3.3022273182868958,0.041218455370086164,2500
3.3861873269081117,3.292222285270691,0.027749510744129385,5000
3.344209539890289,3.2625960230827333,0.024404426759044768,7500
3.347372364997864,3.259879767894745,0.026137694745842,10000
