t,ce,conservation,gate_open,updated
1,4.172710418701172,0.0,1,0
2,3.8435699939727783,0.0,1,0
3,3.8423526287078857,0.0,1,0
4,4.936519622802734,0.0,1,0
5,5.005171775817871,0.0,1,0
6,4.911500930786133,0.0,1,0
7,5.109358310699463,0.0,1,0
8,3.4261326789855957,0.0,1,0
9,4.216151714324951,0.0,1,0
10,4.248806953430176,0.0,1,0
11,4.450752258300781,0.0,1,0
12,3.7755205631256104,0.0,1,0
13,3.9724066257476807,0.0,1,0
14,4.676141738891602,0.0,1,0
15,4.613432884216309,0.0,1,0
16,4.186659336090088,0.0,1,0
17,4.930918216705322,0.0,1,0
18,4.539599895477295,0.0,1,0
19,3.6556756496429443,0.0,1,0
20,3.7087221145629883,0.0,1,0
21,4.672911643981934,0.0,1,0
22,4.31867790222168,0.0,1,0
23,4.088537693023682,0.0,1,0
24,4.771870136260986,0.0,1,0
25,4.132699966430664,0.0,1,0
26,4.769632339477539,0.0,1,0
27,5.34932279586792,0.0,1,0
28,4.193920135498047,0.0,1,0
29,4.893514633178711,0.0,1,0
30,5.051947116851807,0.0,1,0
31,4.824991226196289,0.0,1,0
32,4.076272964477539,0.0,1,0
33,3.948425531387329,0.0,1,0
34,3.7647807598114014,0.0,1,0
35,3.9096157550811768,0.0,1,0
36,4.442972660064697,0.0,1,0
37,5.006803512573242,0.0,1,0
38,4.413247108459473,0.0,1,0
39,4.534465312957764,0.0,1,0
40,4.612600803375244,0.0,1,0
41,4.8922343254089355,0.0,1,0
42,4.554629802703857,0.0,1,0
43,4.494125843048096,0.0,1,0
44,3.8744380474090576,0.0,1,0
45,4.0919365882873535,0.0,1,0
46,4.602097511291504,0.0,1,0
47,4.478130340576172,0.0,1,0
48,4.227015972137451,0.0,1,0
49,5.330662727355957,0.0,1,0
50,4.955996513366699,0.0,1,0
51,3.295959949493408,0.0,1,0
52,3.7065703868865967,0.0,1,0
53,4.197586536407471,0.0,1,0
54,3.4106805324554443,0.0,1,0
55,4.144857406616211,0.0,1,0
56,3.981942892074585,0.0,1,0
57,3.719204902648926,0.0,1,0
58,3.8902525901794434,0.0,1,0
59,3.1884660720825195,0.0,1,0
60,3.5251762866973877,0.0,1,0
61,4.23690128326416,0.0,1,0
62,3.6176931858062744,0.0,1,0
63,3.644280433654785,0.0,1,0
64,4.033533573150635,0.0,1,0
65,3.5428860187530518,0.0,1,0
66,4.1165266036987305,0.0,1,0
67,3.95600962638855,0.0,1,0
68,4.177801132202148,0.0,1,0
69,4.284664630889893,0.0,1,0
70,4.086822986602783,0.0,1,0
71,2.946610927581787,0.0,1,0
72,3.8132917881011963,0.0,1,0
73,4.329298496246338,0.0,1,0
74,5.137693881988525,0.0,1,0
75,4.984915733337402,0.0,1,0
76,3.758622169494629,0.0,1,0
77,4.453103542327881,0.0,1,0
78,4.612374782562256,0.0,1,0
79,4.331305980682373,0.0,1,0
80,4.368710994720459,0.0,1,0
81,4.331089973449707,0.0,1,0
82,4.156937122344971,0.0,1,0
83,4.434106349945068,0.0,1,0
84,3.7929792404174805,0.0,1,0
85,3.517881155014038,0.0,1,0
86,3.8943920135498047,0.0,1,0
87,3.9574992656707764,0.0,1,0
88,4.159679889678955,0.0,1,0
89,2.809544563293457,0.0,1,0
90,2.990050792694092,0.0,1,0
91,3.728663682937622,0.0,1,0
92,3.6891303062438965,0.0,1,0
93,3.9367830753326416,0.0,1,0
94,4.294346332550049,0.0,1,0
95,3.9818358421325684,0.0,1,0
96,3.0951473712921143,0.0,1,0
97,2.7269487380981445,0.0,1,0
98,3.927241802215576,0.0,1,0
99,4.3369951248168945,0.0,1,0
100,4.037981986999512,0.0,1,0
101,3.8251686096191406,0.0,1,0
102,4.4829487800598145,0.0,1,0
103,2.8828465938568115,0.0,1,0
104,4.014991283416748,0.0,1,0
105,3.828838586807251,0.0,1,0
106,3.7823143005371094,0.0,1,0
107,4.266634941101074,0.0,1,0
108,3.891453742980957,0.0,1,0
109,3.021512508392334,0.0,1,0
110,4.212953567504883,0.0,1,0
111,3.28410267829895,0.0,1,0
112,3.6645588874816895,0.0,1,0
113,4.7470703125,0.0,1,0
114,4.095893383026123,0.0,1,0
115,4.08055305480957,0.0,1,0
116,4.7010579109191895,0.0,1,0
117,3.9007880687713623,0.0,1,0
118,3.6416051387786865,0.0,1,0
119,3.6797280311584473,0.0,1,0
120,4.064754486083984,0.0,1,0
121,3.785337448120117,0.0,1,0
122,3.35628342628479,0.0,1,0
123,4.272762775421143,0.0,1,0
124,3.843367338180542,0.0,1,0
125,3.6213717460632324,0.0,1,0
126,4.281136512756348,0.0,1,0
127,4.34693717956543,0.0,1,0
128,2.937676429748535,0.0,1,0
129,2.1381800174713135,0.0,1,0
130,2.291227340698242,0.0,1,0
131,3.0582871437072754,0.0,1,0
132,2.551492214202881,0.0,1,0
133,3.8579838275909424,0.0,1,0
134,4.429653167724609,0.0,1,0
135,4.0082011222839355,0.0,1,0
136,4.4180731773376465,0.0,1,0
137,4.414588451385498,0.0,1,0
138,4.695321083068848,0.0,1,0
139,4.339202404022217,0.0,1,0
140,4.388260364532471,0.0,1,0
141,4.741434574127197,0.0,1,0
142,4.428508281707764,0.0,1,0
143,5.018121719360352,0.0,1,0
144,4.4913411140441895,0.0,1,0
145,4.7487640380859375,0.0,1,0
146,4.448212623596191,0.0,1,0
147,4.402413368225098,0.0,1,0
148,4.205987930297852,0.0,1,0
149,4.659402847290039,0.0,1,0
150,4.401081562042236,0.0,1,0
151,4.779035568237305,0.0,1,0
152,4.433721542358398,0.0,1,0
153,4.4931254386901855,0.0,1,0
154,4.252107620239258,0.0,1,0
155,4.60932731628418,0.0,1,0
156,3.962817668914795,0.0,1,0
157,4.55226993560791,0.0,1,0
158,4.551762580871582,0.0,1,0
159,4.490573406219482,0.0,1,0
160,4.257047653198242,0.0,1,0
161,4.54939603805542,0.0,1,0
162,4.040186405181885,0.0,1,0
163,4.17873477935791,0.0,1,0
164,4.831719875335693,0.0,1,0
165,4.105193614959717,0.0,1,0
166,4.59705114364624,0.0,1,0
167,4.089202880859375,0.0,1,0
168,4.7401838302612305,0.0,1,0
169,4.437726020812988,0.0,1,0
170,4.4901652336120605,0.0,1,0
171,4.540737152099609,0.0,1,0
172,4.72114372253418,0.0,1,0
173,4.642690658569336,0.0,1,0
174,3.9954962730407715,0.0,1,0
175,4.239062786102295,0.0,1,0
176,4.216713905334473,0.0,1,0
177,4.427667617797852,0.0,1,0
178,3.8233423233032227,0.0,1,0
179,3.9526236057281494,0.0,1,0
180,4.195734977722168,0.0,1,0
181,4.3013596534729,0.0,1,0
182,3.7093417644500732,0.0,1,0
183,4.57922887802124,0.0,1,0
184,4.982791900634766,0.0,1,0
185,5.328437328338623,0.0,1,0
186,5.164523124694824,0.0,1,0
187,4.325158596038818,0.0,1,0
188,4.031785488128662,0.0,1,0
189,4.360296726226807,0.0,1,0
190,3.905489444732666,0.0,1,0
191,4.624273300170898,0.0,1,0
192,4.05220890045166,0.0,1,0
193,4.107752799987793,0.0,1,0
194,3.917496681213379,0.0,1,0
195,4.692020416259766,0.0,1,0
196,4.746520519256592,0.0,1,0
197,4.615946292877197,0.0,1,0
198,4.491706371307373,0.0,1,0
199,4.560253143310547,0.0,1,0
200,4.402576923370361,0.0,1,0
201,5.17166805267334,0.0,1,0
202,4.308018684387207,0.0,1,0
203,4.926159381866455,0.0,1,0
204,4.319511890411377,0.0,1,0
205,4.225796699523926,0.0,1,0
206,4.675314426422119,0.0,1,0
207,4.472496032714844,0.0,1,0
208,4.318605899810791,0.0,1,0
209,4.345510005950928,0.0,1,0
210,4.492965221405029,0.0,1,0
211,4.6944661140441895,0.0,1,0
212,4.5943522453308105,0.0,1,0
213,4.842465400695801,0.0,1,0
214,4.82163143157959,0.0,1,0
215,4.641185760498047,0.0,1,0
216,4.809616565704346,0.0,1,0
217,4.470294952392578,0.0,1,0
218,3.2921695709228516,0.0,1,0
219,3.183993339538574,0.0,1,0
220,1.7792991399765015,0.0,1,0
221,1.953603982925415,0.0,1,0
222,3.1764934062957764,0.0,1,0
223,3.1545321941375732,0.0,1,0
224,3.1874020099639893,0.0,1,0
225,3.4507832527160645,0.0,1,0
226,3.2152633666992188,0.0,1,0
227,4.048784255981445,0.0,1,0
228,3.9223711490631104,0.0,1,0
229,4.2447614669799805,0.0,1,0
230,4.30023717880249,0.0,1,0
231,3.3934433460235596,0.0,1,0
232,4.62180757522583,0.0,1,0
233,4.591102600097656,0.0,1,0
234,4.54447603225708,0.0,1,0
235,4.287486553192139,0.0,1,0
236,3.843541383743286,0.0,1,0
237,3.984748125076294,0.0,1,0
238,4.142117500305176,0.0,1,0
239,4.143927097320557,0.0,1,0
240,4.251058578491211,0.0,1,0
241,4.102590084075928,0.0,1,0
242,4.745448112487793,0.0,1,0
243,4.6638898849487305,0.0,1,0
244,4.129164695739746,0.0,1,0
245,3.9407432079315186,0.0,1,0
246,4.144527912139893,0.0,1,0
247,3.761552333831787,0.0,1,0
248,4.348911762237549,0.0,1,0
249,4.513861656188965,0.0,1,0
250,4.109007358551025,0.0,1,0
251,4.282660484313965,0.0,1,0
252,4.103658199310303,0.0,1,0
253,4.11583137512207,0.0,1,0
254,4.25704288482666,0.0,1,0
255,3.536484479904175,0.0,1,0
256,4.405055522918701,0.0,1,0
257,5.4681525230407715,0.0,1,0
258,5.352077007293701,0.0,1,0
259,5.372425556182861,0.0,1,0
260,4.771742820739746,0.0,1,0
261,4.524824619293213,0.0,1,0
262,5.1897711753845215,0.0,1,0
263,5.099648952484131,0.0,1,0
264,5.199461460113525,0.0,1,0
265,5.188053607940674,0.0,1,0
266,5.435397148132324,0.0,1,0
267,4.098337173461914,0.0,1,0
268,4.599825382232666,0.0,1,0
269,4.6025238037109375,0.0,1,0
270,3.792992115020752,0.0,1,0
271,4.314406871795654,0.0,1,0
272,4.147134304046631,0.0,1,0
273,4.281482696533203,0.0,1,0
274,4.279747009277344,0.0,1,0
275,3.752054214477539,0.0,1,0
276,4.527729511260986,0.0,1,0
277,4.351779460906982,0.0,1,0
278,4.586968421936035,0.0,1,0
279,4.239380359649658,0.0,1,0
280,4.088068008422852,0.0,1,0
281,3.535731077194214,0.0,1,0
282,3.914900302886963,0.0,1,0
283,3.988475799560547,0.0,1,0
284,4.592370510101318,0.0,1,0
285,3.8496150970458984,0.0,1,0
286,4.6559343338012695,0.0,1,0
287,4.03668737411499,0.0,1,0
288,4.106500625610352,0.0,1,0
289,4.029329776763916,0.0,1,0
290,4.506795883178711,0.0,1,0
291,4.429809093475342,0.0,1,0
292,4.0718183517456055,0.0,1,0
293,4.60256814956665,0.0,1,0
294,4.443418502807617,0.0,1,0
295,4.52403450012207,0.0,1,0
296,4.228382110595703,0.0,1,0
297,3.4049012660980225,0.0,1,0
298,4.387394428253174,0.0,1,0
299,4.2236328125,0.0,1,0
300,4.083889484405518,0.0,1,0
301,4.102413654327393,0.0,1,0
302,4.4634690284729,0.0,1,0
303,4.839997291564941,0.0,1,0
304,4.239019393920898,0.0,1,0
305,2.821234941482544,0.0,1,0
306,3.3797829151153564,0.0,1,0
307,4.018199443817139,0.0,1,0
308,2.7392847537994385,0.0,1,0
309,3.9082839488983154,0.0,1,0
310,4.556216716766357,0.0,1,0
311,4.488929748535156,0.0,1,0
312,4.148613929748535,0.0,1,0
313,4.080571174621582,0.0,1,0
314,4.222657203674316,0.0,1,0
315,4.324428081512451,0.0,1,0
316,3.3117363452911377,0.0,1,0
317,3.9739372730255127,0.0,1,0
318,3.848705768585205,0.0,1,0
319,4.032622337341309,0.0,1,0
320,3.6254258155822754,0.0,1,0
321,4.6231560707092285,0.0,1,0
322,3.5982470512390137,0.0,1,0
323,3.336261510848999,0.0,1,0
324,3.826184034347534,0.0,1,0
325,3.9677491188049316,0.0,1,0
326,4.139564037322998,0.0,1,0
327,4.33087682723999,0.0,1,0
328,3.7788610458374023,0.0,1,0
329,3.7254638671875,0.0,1,0
330,2.3821256160736084,0.0,1,0
331,3.543623447418213,0.0,1,0
332,4.015169143676758,0.0,1,0
333,4.442214012145996,0.0,1,0
334,3.3293871879577637,0.0,1,0
335,3.458794593811035,0.0,1,0
336,2.8961963653564453,0.0,1,0
337,4.704624652862549,0.0,1,0
338,4.259157180786133,0.0,1,0
339,4.523620128631592,0.0,1,0
340,4.266828536987305,0.0,1,0
341,4.2542243003845215,0.0,1,0
342,4.453266620635986,0.0,1,0
343,3.3787026405334473,0.0,1,0
344,4.011468410491943,0.0,1,0
345,4.482431888580322,0.0,1,0
346,4.3029632568359375,0.0,1,0
347,3.6916286945343018,0.0,1,0
348,4.261091232299805,0.0,1,0
349,3.4478983879089355,0.0,1,0
350,3.523724317550659,0.0,1,0
351,3.4858148097991943,0.0,1,0
352,3.408372402191162,0.0,1,0
353,4.053231239318848,0.0,1,0
354,4.124763488769531,0.0,1,0
355,4.060757637023926,0.0,1,0
356,4.260114669799805,0.0,1,0
357,4.448029518127441,0.0,1,0
358,3.693030834197998,0.0,1,0
359,3.2592406272888184,0.0,1,0
360,4.606203079223633,0.0,1,0
361,4.458291053771973,0.0,1,0
362,4.203380584716797,0.0,1,0
363,4.0791120529174805,0.0,1,0
364,4.890007495880127,0.0,1,0
365,4.034263610839844,0.0,1,0
366,4.2944746017456055,0.0,1,0
367,4.3909687995910645,0.0,1,0
368,4.625794887542725,0.0,1,0
369,3.4607670307159424,0.0,1,0
370,5.162674903869629,0.0,1,0
371,4.616391658782959,0.0,1,0
372,4.539489269256592,0.0,1,0
373,4.428703308105469,0.0,1,0
374,3.9452390670776367,0.0,1,0
375,4.770207405090332,0.0,1,0
376,4.646341323852539,0.0,1,0
377,3.659505844116211,0.0,1,0
378,4.026972770690918,0.0,1,0
379,4.860185623168945,0.0,1,0
380,4.598869800567627,0.0,1,0
381,3.999375820159912,0.0,1,0
382,4.135885715484619,0.0,1,0
383,3.3404080867767334,0.0,1,0
384,4.110953330993652,0.0,1,0
385,3.952425003051758,0.0,1,0
386,4.2803635597229,0.0,1,0
387,3.888902187347412,0.0,1,0
388,4.20241641998291,0.0,1,0
389,4.1543803215026855,0.0,1,0
390,4.106378078460693,0.0,1,0
391,3.923804759979248,0.0,1,0
392,3.910428762435913,0.0,1,0
393,3.822782516479492,0.0,1,0
394,4.186967849731445,0.0,1,0
395,4.226728439331055,0.0,1,0
396,4.017763614654541,0.0,1,0
397,4.595921993255615,0.0,1,0
398,4.160845756530762,0.0,1,0
399,4.766121864318848,0.0,1,0
400,4.176032543182373,0.0,1,0
401,3.914137840270996,0.0,1,0
402,4.369287967681885,0.0,1,0
403,4.373209476470947,0.0,1,0
404,5.03682804107666,0.0,1,0
405,4.573862075805664,0.0,1,0
406,4.005910873413086,0.0,1,0
407,3.629467725753784,0.0,1,0
408,4.035271644592285,0.0,1,0
409,3.791200876235962,0.0,1,0
410,4.0660319328308105,0.0,1,0
411,4.011084079742432,0.0,1,0
412,4.296237468719482,0.0,1,0
413,4.215597152709961,0.0,1,0
414,4.150909900665283,0.0,1,0
415,3.612528085708618,0.0,1,0
416,3.951479434967041,0.0,1,0
417,3.7138044834136963,0.0,1,0
418,3.7080078125,0.0,1,0
419,3.6189980506896973,0.0,1,0
420,4.488437652587891,0.0,1,0
421,4.058000564575195,0.0,1,0
422,4.439698219299316,0.0,1,0
423,4.667948246002197,0.0,1,0
424,4.819944858551025,0.0,1,0
425,4.73561429977417,0.0,1,0
426,4.420213222503662,0.0,1,0
427,4.90592622756958,0.0,1,0
428,4.536071300506592,0.0,1,0
429,4.454532623291016,0.0,1,0
430,4.732454776763916,0.0,1,0
431,4.5682783126831055,0.0,1,0
432,4.291402339935303,0.0,1,0
433,4.187582015991211,0.0,1,0
434,3.8644707202911377,0.0,1,0
435,4.201057434082031,0.0,1,0
436,4.364498615264893,0.0,1,0
437,4.611047267913818,0.0,1,0
438,2.9103829860687256,0.0,1,0
439,2.919067144393921,0.0,1,0
440,3.753211498260498,0.0,1,0
441,3.592316150665283,0.0,1,0
442,3.1175520420074463,0.0,1,0
443,3.9858763217926025,0.0,1,0
444,3.1536881923675537,0.0,1,0
445,3.1140589714050293,0.0,1,0
446,3.6655783653259277,0.0,1,0
447,3.142672300338745,0.0,1,0
448,3.574643850326538,0.0,1,0
449,3.496108293533325,0.0,1,0
450,3.268437623977661,0.0,1,0
451,4.431632041931152,0.0,1,0
452,4.036575794219971,0.0,1,0
453,3.6623761653900146,0.0,1,0
454,3.464571714401245,0.0,1,0
455,3.818472385406494,0.0,1,0
456,3.3073744773864746,0.0,1,0
457,3.4823496341705322,0.0,1,0
458,3.4854109287261963,0.0,1,0
459,4.063339710235596,0.0,1,0
460,4.301802158355713,0.0,1,0
461,3.6050398349761963,0.0,1,0
462,2.625027894973755,0.0,1,0
463,3.535612106323242,0.0,1,0
464,3.5589683055877686,0.0,1,0
465,3.81317138671875,0.0,1,0
466,4.724777698516846,0.0,1,0
467,3.891408681869507,0.0,1,0
468,4.1496500968933105,0.0,1,0
469,4.369505882263184,0.0,1,0
470,4.019172191619873,0.0,1,0
471,3.716317892074585,0.0,1,0
472,3.7715368270874023,0.0,1,0
473,2.9787909984588623,0.0,1,0
474,3.641170024871826,0.0,1,0
475,4.251152038574219,0.0,1,0
476,4.524177551269531,0.0,1,0
477,3.8034913539886475,0.0,1,0
