ce_first20,ce_last20,plasticity,t
3.1489476919174195,3.5754817843437197,-0.13545289856216292,300
3.130329406261444,3.54667466878891,-0.133003658197015,2500
3.1238749980926515,3.5516481399536133,-0.13693670264822091,5000
3.121507000923157,3.55114541053772,-0.13763813739641242,7500
3.11455717086792,3.556339776515961,-0.1418444360689282,10000
